cpu_percent,memory_percent,latency,bandwidth_out,bandwidth_in,packet_loss,crc_errors,anomaly,anomaly_label
12.8,83.7,25.01228857007372,0.003095,0.000319,0.3831198598104168,0,1,Normal
10.8,83.7,19.053477343008783,5.8e-05,0.000112,0.2288558715311816,0,1,Normal
13.2,83.7,27.02469424683781,5.8e-05,5.8e-05,0.3891841831254542,0,1,Normal
15.8,83.8,26.18392055958794,5.8e-05,5.8e-05,0.3261190954835111,2,1,Normal
17.2,83.9,24.767585636128548,5.8e-05,5.8e-05,0.2981249388844312,0,1,Normal
14.9,83.8,27.42433823188562,5.8e-05,5.8e-05,0.3156434234726165,2,1,Normal
7.3,83.7,34.119848352501485,5.8e-05,5.8e-05,0.3945443359131519,0,1,Normal
14.8,83.7,27.06843851272861,5.8e-05,5.8e-05,0.3412465483987696,0,1,Normal
13.5,83.9,21.13845164136209,5.8e-05,5.8e-05,0.1794340501598749,1,1,Normal
16.3,83.8,26.593502278207875,0.000113,0.000124,0.4566640709815196,1,1,Normal
16.4,83.8,26.33816829342984,0.037636,0.003116,0.3252095210633619,2,1,Normal
14.4,83.9,20.28862389607341,0.009856,0.055347,0.3960112129699921,1,-1,Anomaly
14.9,84.1,24.8865876784624,0.000167,0.003102,0.122224070115348,0,1,Normal
19.7,84.0,28.0190936634046,0.00019,0.00019,0.4095811077549566,1,1,Normal
14.9,84.0,29.49284404524331,5.8e-05,5.8e-05,0.1955084908259964,1,1,Normal
15.4,84.0,27.46257448509812,0.00023,0.000222,0.2373434459721206,2,1,Normal
5.4,84.0,23.169564647067148,5.8e-05,5.8e-05,0.2057997886970643,2,1,Normal
13.6,83.9,21.02765151049728,5.8e-05,5.8e-05,0.3887462778422478,1,1,Normal
13.4,83.9,18.9559320229434,0.000136,0.000112,0.3765657814686634,2,1,Normal
15.3,83.9,27.206515258064872,5.8e-05,5.8e-05,0.1396256715395551,1,1,Normal
12.5,83.8,24.857444699435643,0.00375,0.001396,0.2852444825890168,0,1,Normal
5.6,84.1,27.97148878425153,5.8e-05,0.000112,0.3076655901259306,2,1,Normal
17.1,83.8,29.648944450791817,5.8e-05,5.8e-05,0.3884601197545414,1,1,Normal
18.1,84.0,26.891230306187275,5.8e-05,5.8e-05,0.4653351268564411,0,1,Normal
13.7,84.0,30.621320731050726,5.8e-05,5.8e-05,0.2080718204849666,1,1,Normal
12.5,84.0,24.67749849096676,5.8e-05,5.8e-05,0.319895195921018,0,1,Normal
5.1,84.0,27.75488546593501,5.8e-05,5.8e-05,0.4159329065293744,0,1,Normal
19.6,84.0,24.368926040403768,5.8e-05,5.8e-05,0.4978434763275552,1,1,Normal
17.4,84.0,16.151168780645477,5.8e-05,5.8e-05,0.28936799004361,1,1,Normal
14.9,84.0,17.694264379100453,0.000113,0.000124,0.3223909775019201,0,1,Normal
14.3,83.9,25.35872914207368,0.003006,0.000112,0.4248126335582166,2,1,Normal
3.9,83.9,28.004197897132418,0.000147,0.000265,0.389370388567959,1,1,Normal
14.5,84.0,23.43006689083037,5.8e-05,5.8e-05,0.2216197518401035,0,1,Normal
14.0,83.9,28.803702819271585,5.8e-05,5.8e-05,0.1935485658539622,1,1,Normal
14.2,84.2,26.008863913466325,5.8e-05,5.8e-05,0.1860351455678992,2,1,Normal
19.1,83.8,21.623793972429493,5.8e-05,5.8e-05,0.3707013437805937,2,1,Normal
5.9,83.7,30.43937025924954,5.8e-05,5.8e-05,0.3114948193562879,2,1,Normal
14.2,83.9,21.93139817515916,5.8e-05,5.8e-05,0.3754520377485343,2,1,Normal
13.0,83.8,14.729315048072426,0.00027,5.8e-05,0.4467547283022121,0,1,Normal
24.6,83.9,25.98891780550139,0.00027,5.8e-05,0.2337219977321612,2,1,Normal
13.2,83.9,22.604291320018078,0.00358,0.000713,0.445988699243384,2,1,Normal
6.5,84.0,24.438566180513025,0.011751,0.005233,0.3702605817768178,1,1,Normal
17.0,84.0,33.211299604048094,5.8e-05,5.8e-05,0.3466054924158746,1,1,Normal
15.6,83.9,24.09052635545675,5.8e-05,5.8e-05,0.4242398880964738,0,1,Normal
13.1,83.9,32.599871858123095,5.8e-05,5.8e-05,0.4440949449784989,0,1,Normal
16.6,83.9,26.58695834971451,0.000316,0.000308,0.0755950395417919,2,1,Normal
9.9,84.1,29.23003185254415,5.8e-05,5.8e-05,0.2435409825445254,1,1,Normal
24.6,84.5,32.98715545697968,0.000266,0.000282,0.2500252727381943,2,1,Normal
18.4,84.8,23.11733551780636,0.0001,0.0001,0.4419318901086169,0,1,Normal
14.9,84.7,21.612047259704585,5.8e-05,0.0,0.3015713957558871,1,1,Normal
18.3,84.7,25.11956537651097,0.003253,0.00055,0.1033940261232413,1,1,Normal
8.1,84.8,21.810957256942903,0.0,5.8e-05,0.188704655744638,0,1,Normal
15.7,84.8,20.532884981417386,5.8e-05,5.8e-05,0.2555730455312967,1,1,Normal
23.4,84.9,27.611617616395527,0.000113,0.000124,0.265725138852872,0,1,Normal
20.1,85.0,26.703770411987744,5.8e-05,5.8e-05,0.3054715386024408,2,1,Normal
14.0,85.0,28.307203171699378,5.8e-05,5.8e-05,0.1995383434373186,1,1,Normal
27.8,85.4,24.014222818479364,5.8e-05,5.8e-05,0.258681343537787,0,1,Normal
12.0,85.4,23.76684188369356,5.8e-05,5.8e-05,0.4141852370302687,0,1,Normal
22.6,85.4,13.375393777041069,0.002777,5.8e-05,0.3530293449624064,1,1,Normal
14.8,85.4,25.678412996500395,0.000147,0.000319,0.2835470918179337,1,1,Normal
15.2,85.3,19.61594715305929,0.003061,0.000265,0.2492194990780637,1,1,Normal
17.6,85.3,16.221601484429392,5.8e-05,5.8e-05,0.4746522579018098,0,1,Normal
6.5,85.2,26.450763820240784,5.8e-05,5.8e-05,0.1974638421449764,2,1,Normal
13.0,85.2,31.63578150729118,5.8e-05,5.8e-05,0.3076566904005163,2,1,Normal
12.9,85.2,16.325680271495948,5.8e-05,0.000112,0.3728249221133202,1,1,Normal
13.5,85.2,29.1854815782268,5.8e-05,5.8e-05,0.3071884516737926,1,1,Normal
10.7,85.2,24.66689035639053,0.00019,0.00019,0.3478068781832494,2,1,Normal
17.6,85.2,24.75335673214333,5.8e-05,5.8e-05,0.3382769575931118,2,1,Normal
18.5,85.2,30.27036962018631,5.8e-05,5.8e-05,0.2374180510618529,2,1,Normal
29.1,88.5,31.521499792635524,5.8e-05,5.8e-05,0.363548603458306,0,1,Normal
23.4,87.6,27.75459491547362,0.003007,0.000166,0.0831845462738849,0,1,Normal
25.3,85.6,23.31229219270457,0.000225,0.000461,0.2003360899882082,1,1,Normal
13.0,85.5,27.19493104543399,5.8e-05,5.8e-05,0.3433957161815704,0,1,Normal
12.7,85.6,28.335086276936558,5.8e-05,5.8e-05,0.0937835934435858,2,1,Normal
20.1,89.5,23.565478678814763,0.0,0.000273,0.291251642484143,0,1,Normal
32.1,89.6,25.927187584287434,0.000328,0.000555,0.3231340858157972,2,1,Normal
29.9,89.7,33.161117116609184,0.006459,0.001331,0.3165749676383357,1,1,Normal
22.3,89.8,28.56197257609343,0.01365,0.020276,0.2189606680094285,2,1,Normal
20.0,89.8,21.88647847151815,5.8e-05,5.8e-05,0.2629101111202484,2,1,Normal
13.7,90.0,32.07284374798078,5.8e-05,5.8e-05,0.1694768294713123,0,1,Normal
25.3,90.0,20.424529757863912,5.8e-05,5.8e-05,0.2255398061640518,2,1,Normal
21.6,90.1,33.8968026898427,5.8e-05,5.8e-05,0.3033279128585345,0,1,Normal
21.4,90.1,20.72973843488481,5.8e-05,5.8e-05,0.3808544663587479,1,1,Normal
18.9,90.1,20.07848621931724,5.8e-05,5.8e-05,0.4092766563679714,1,1,Normal
23.4,90.4,27.06703297927685,5.8e-05,5.8e-05,0.2876537920776898,1,1,Normal
23.7,90.3,27.35072025480691,0.00022,0.000166,0.4108289397812992,0,1,Normal
14.6,90.3,18.005741075081854,0.006046,0.000604,0.4264111810492881,1,1,Normal
19.1,90.3,13.856861151174392,0.00425,0.014406,0.3914735207348857,2,1,Normal
17.6,90.2,21.0498833042475,0.000516,0.002004,0.2586424245411475,1,1,Normal
13.2,90.2,32.53347783184832,0.00221,0.00574,0.2122804325502961,1,1,Normal
29.1,90.9,30.675309764874573,0.003253,0.010688,0.301352036228967,2,1,Normal
46.6,90.6,19.53556604222915,0.003545,0.006073,0.2758391815416902,1,1,Normal
25.5,90.5,19.17176433691887,5.8e-05,0.000214,0.2278120479040094,0,1,Normal
14.0,90.5,26.73492681773593,0.006481,0.000615,0.4008298455548173,0,1,Normal
14.6,90.4,31.399979216484738,0.000166,5.8e-05,0.2378278173606354,1,1,Normal
26.2,90.4,28.1755503001062,0.000296,0.000466,0.3635065627258779,0,1,Normal
7.1,90.4,31.048131210092663,0.024583,0.014264,0.2227403117802389,2,1,Normal
16.9,90.6,27.67948805576416,0.006238,0.014007,0.2658523803343099,2,1,Normal
13.0,90.4,31.37600352130685,0.008663,0.000896,0.3663451758330625,0,1,Normal
20.1,89.2,21.77050275890632,0.010451,0.0053,0.3309288363189759,2,1,Normal
17.7,89.2,20.39435859307427,0.000244,0.001004,0.2859370383170955,0,1,Normal
9.5,89.2,29.655770519966723,5.8e-05,5.8e-05,0.2169015032032707,2,1,Normal
13.6,89.1,21.837813607480385,0.008584,0.000334,0.4039557645220466,2,1,Normal
14.0,89.2,22.50732582563533,0.005538,0.005354,0.1707428710940224,1,1,Normal
12.5,89.1,26.72733511815076,0.000352,0.000946,0.2470868656048041,2,1,Normal
14.8,89.3,23.57848923396769,0.000112,0.000112,0.4113975256063505,2,1,Normal
15.8,89.4,32.690258674105294,0.009377,0.007241,0.3632539011337393,2,1,Normal
21.0,89.5,16.8256034555924,0.000541,0.007823,0.3015157462067284,1,1,Normal
25.0,89.5,31.313444535018256,0.009759,0.000922,0.3799932111279134,1,1,Normal
20.1,89.3,24.45375187903241,0.006853,0.020291,0.2876063446884129,1,1,Normal
16.8,89.4,34.37505981511619,0.010827,0.00086,0.2894357983865288,1,1,Normal
7.8,89.5,22.567346329867178,0.00705,0.01115,0.3370844667001826,1,1,Normal
15.6,89.6,18.81697332704862,5.8e-05,5.8e-05,0.2659917317741995,1,1,Normal
16.4,89.7,23.539966812278,0.002116,0.014213,0.4482449134939071,2,1,Normal
18.5,89.7,20.78021700698355,0.00038,0.000252,0.3270647982874149,1,1,Normal
41.4,90.2,18.35428514216679,0.022504,0.010021,0.3432427657569588,2,-1,Anomaly
11.6,90.3,23.280114810751503,0.015253,0.016428,0.2132880631177158,0,1,Normal
10.8,90.3,17.506725464984893,0.08063,0.016904,0.4295485036600354,0,-1,Anomaly
17.9,90.3,19.928332733120502,0.01587,0.006757,0.1537871915900082,0,1,Normal
18.1,90.5,25.62575475308428,0.025575,0.002137,0.3611650430116323,2,1,Normal
18.9,90.8,22.245366117714937,0.021147,0.003099,0.3102370326040027,0,1,Normal
21.2,90.8,31.394883542184928,0.042189,0.009763,0.3521668998365316,0,1,Normal
18.8,90.9,25.06388523969974,0.00034,0.001902,0.216714250883798,0,1,Normal
35.7,91.4,32.73565901624289,0.064527,0.001874,0.2895103187301496,0,-1,Anomaly
18.1,91.2,21.04606531529567,0.061927,0.004684,0.1815371358938509,0,1,Normal
24.0,91.3,33.90013877546891,0.035319,0.006076,0.3077830013403702,1,1,Normal
13.9,91.2,25.93112546634839,0.000112,0.000368,0.2999602576646895,0,1,Normal
15.4,91.5,24.09882341842576,0.023438,0.006017,0.4164334443969503,2,1,Normal
10.6,90.7,34.23654135311452,0.000124,5.8e-05,0.3764774808981334,2,1,Normal
14.6,89.7,21.86985161714721,0.000867,0.000424,0.3655084596927929,1,1,Normal
13.7,89.8,28.46918082540359,0.051672,0.007039,0.2976558457838257,1,1,Normal
24.1,89.9,18.478356388083835,0.003684,0.001539,0.3107110274286128,0,1,Normal
22.9,89.9,21.01754482803847,5.8e-05,0.000112,0.3289847468753491,1,1,Normal
18.8,90.1,22.585775864155053,0.075328,0.000382,0.3637769098392798,2,1,Normal
28.6,90.4,34.98542122600962,0.033628,0.004469,0.3129585912919192,0,1,Normal
37.2,90.3,16.93875772332718,0.094782,0.017865,0.2969942924010192,0,-1,Anomaly
17.7,90.3,15.216311724146228,0.094598,0.00767,0.4122141855813792,1,1,Normal
25.4,90.5,30.994449000924984,0.092329,0.004379,0.3174972241138847,2,-1,Anomaly
15.7,90.4,41.41629694818977,0.067851,0.024589,0.2239524179015161,2,-1,Anomaly
17.6,91.9,22.59249481692345,0.013682,0.006484,0.3336868457969972,2,1,Normal
18.7,91.9,24.106507215144703,0.044963,0.005363,0.2651041658563139,2,1,Normal
29.5,90.1,27.75929935805032,0.046533,0.006332,0.2129080685519746,1,1,Normal
19.4,87.9,25.850778625332467,0.03882,0.003697,0.373390727124695,1,1,Normal
11.0,88.1,25.14860957152337,0.000436,0.000799,0.2575024493393865,1,1,Normal
16.0,88.2,22.67626920537212,0.00023,0.000222,0.2282472256460896,1,1,Normal
19.2,89.0,27.515950500713465,0.034823,0.004935,0.2641490930150971,0,1,Normal
14.3,88.9,18.599236455491614,0.037945,0.029509,0.1501880943597701,2,-1,Anomaly
23.0,89.8,22.478011638338767,0.070474,0.050047,0.2941112280883221,0,-1,Anomaly
23.8,89.9,24.081562815828253,0.036761,0.003148,0.1841976762988714,0,1,Normal
20.4,89.9,35.195451213881846,0.009561,0.037958,0.324238948320011,0,1,Normal
18.4,90.1,30.310132209307262,0.035216,0.026149,0.3958236934528569,1,1,Normal
20.2,90.3,23.668470342233004,0.096324,0.003256,0.1539354153766072,0,1,Normal
31.0,90.3,23.997229047322755,0.094728,0.010145,0.3058698244888239,2,-1,Anomaly
17.3,90.2,23.45981642307737,0.097012,0.016981,0.307331541933829,2,-1,Anomaly
15.0,90.4,23.40899760551162,0.094694,0.006979,0.4652605781325864,2,-1,Anomaly
22.1,90.4,29.754612682364183,0.098817,0.007923,0.3788211869636221,0,-1,Anomaly
25.1,90.4,21.213910097109704,0.096124,0.013704,0.3860240912581333,0,-1,Anomaly
24.7,90.9,18.51553219495385,0.097994,0.013818,0.2891226089154365,1,-1,Anomaly
15.7,90.8,27.96968358320979,0.037469,0.059789,0.1705442778614485,0,-1,Anomaly
14.3,91.0,19.43759400709085,0.01518,0.003611,0.1155580352553373,0,1,Normal
11.7,90.8,17.47731247330152,0.000288,0.001844,0.1077316843154711,2,1,Normal
16.6,90.7,25.85454492796761,5.8e-05,5.8e-05,0.2118720457283879,2,1,Normal
21.1,90.9,27.275336649698293,0.018288,0.002875,0.1459402639816109,2,1,Normal
20.6,90.9,37.17491771168668,0.052593,0.013859,0.3424435349387466,2,-1,Anomaly
35.9,91.0,29.09206709759046,0.026335,0.00359,0.2762984603931958,1,1,Normal
32.8,91.1,25.11970711698968,0.099045,0.017701,0.3265142018834739,2,-1,Anomaly
21.4,91.3,27.326313079041405,0.10017,0.0198,0.1143339843712323,0,-1,Anomaly
21.8,89.0,22.541274661425508,0.096316,0.010614,0.3017461240106445,2,1,Normal
18.1,88.7,26.35686446550437,0.094938,0.006945,0.2748236137126009,2,1,Normal
14.2,88.7,31.706242816940364,0.096483,0.009367,0.3469186510244061,0,1,Normal
24.1,89.0,32.396334071374675,0.093981,0.006724,0.1748439123962031,2,-1,Anomaly
11.0,88.9,25.839795735652327,0.095364,0.009338,0.3812082797960914,1,1,Normal
15.6,88.7,18.21658768512307,0.095806,0.006926,0.2945552899582824,2,1,Normal
17.8,88.8,18.43853492067606,0.084285,0.004347,0.2847549739218584,0,1,Normal
17.2,88.8,32.226081321429305,0.017412,0.007215,0.3619948415412464,0,1,Normal
21.2,89.0,22.30055089927504,0.00027,0.000166,0.4345432917722071,0,1,Normal
8.4,89.0,27.75758564457112,0.010771,0.002084,0.4735473181723807,0,1,Normal
14.0,88.9,21.73170070709443,0.001177,0.000666,0.2900646055538208,0,1,Normal
16.3,88.9,25.43783061631309,0.060197,0.008089,0.1353645919162256,1,1,Normal
22.7,89.1,27.1646708111404,0.002547,0.009155,0.1770143316520542,2,1,Normal
29.3,89.2,26.711159560473327,0.055133,0.007653,0.1571687587090469,0,1,Normal
15.9,89.6,26.105042958177396,0.094838,0.003406,0.3635982367901678,1,1,Normal
16.6,90.1,29.38082312194461,0.095148,0.004363,0.2928735957989446,0,1,Normal
14.2,90.1,32.3751788042594,0.093879,0.003688,0.3981625252534862,2,-1,Anomaly
18.5,90.4,25.42566812384372,0.057229,0.003406,0.3197841771038203,2,1,Normal
17.3,90.4,34.867922377226606,0.000298,0.000887,0.3082880910308632,2,1,Normal
11.5,90.4,18.97480358962963,0.023048,0.012531,0.3803886402139118,2,1,Normal
6.5,90.4,18.42888344337819,0.000727,0.008823,0.2977803433777438,2,1,Normal
25.9,90.4,27.999448497802454,5.8e-05,5.8e-05,0.3544021302403933,0,1,Normal
19.5,90.4,24.4271295935186,5.8e-05,5.8e-05,0.2359818912364952,1,1,Normal
26.9,90.5,27.557444645016545,0.002931,0.000265,0.2666839895946676,2,1,Normal
26.8,90.6,16.74173413987897,0.000198,0.000144,0.4069846680522466,1,1,Normal
20.3,90.4,29.669950617791606,0.00022,0.000166,0.255619886565037,1,1,Normal
17.5,89.5,28.428004869654632,5.8e-05,5.8e-05,0.2088193894480582,1,1,Normal
17.5,89.6,26.2381251935789,5.8e-05,5.8e-05,0.4102608315180269,1,1,Normal
30.2,89.6,21.07766077715315,5.8e-05,5.8e-05,0.3678926295326352,2,1,Normal
17.2,89.4,28.850218957388314,0.012521,0.007022,0.222675481876298,2,1,Normal
18.0,89.4,24.93856558892648,0.000435,0.00114,0.2938355347821852,2,1,Normal
8.6,89.3,23.162747804479952,0.00664,0.007502,0.2517007099957902,1,1,Normal
17.4,89.3,24.82735355128824,0.009564,0.001471,0.2095977969095895,0,1,Normal
16.2,89.3,34.542838678074844,0.00501,0.005757,0.2183106821094518,2,1,Normal
16.7,89.4,15.70830894628027,5.8e-05,5.8e-05,0.1743971111495943,0,1,Normal
15.5,89.5,13.37724746713902,0.000252,0.00019,0.4085767316891787,2,1,Normal
9.1,89.4,19.72801595521967,5.8e-05,0.0,0.4376355494067194,1,1,Normal
13.5,89.5,23.12188565309892,5.8e-05,5.8e-05,0.1471374537397618,1,1,Normal
18.6,89.6,28.07947260774167,0.0,5.8e-05,0.3458703112840727,0,1,Normal
13.9,89.5,19.564898935877768,0.009605,0.007503,0.3400730087760144,1,1,Normal
17.2,89.5,22.593207839776426,0.000595,0.008151,0.4146070581322973,1,1,Normal
6.1,89.5,22.464857002705763,0.000175,0.000186,0.3145177022827108,1,1,Normal
14.0,89.6,22.831738824819425,0.0001,0.0001,0.2276322360181781,2,1,Normal
14.5,89.5,29.367928581462863,0.006512,0.007128,0.1808227689514222,1,1,Normal
17.4,89.5,29.57090193992233,0.000166,5.8e-05,0.2742803120172226,2,1,Normal
13.6,89.6,32.27719889091296,0.000112,0.000166,0.3517995380807727,2,1,Normal
4.6,89.6,26.640265198539968,0.000144,0.000144,0.3467963398581421,2,1,Normal
15.2,89.5,23.57150877307322,5.8e-05,5.8e-05,0.2912603012150938,2,1,Normal
21.4,89.6,34.91093340823775,0.000144,0.000286,0.2669046318632136,2,1,Normal
17.9,89.6,28.641726713192742,0.016285,0.007373,0.4092474229095475,2,1,Normal
13.7,89.7,28.033371408716928,0.000649,0.007976,0.2135718157987307,2,1,Normal
4.9,89.6,29.279201218669947,0.000199,0.000202,0.3281096733977138,2,1,Normal
12.8,89.5,20.37649110422277,0.000608,0.000344,0.3862424516102533,0,1,Normal
14.2,89.5,31.32360125852752,0.001298,0.000799,0.3892021066760666,2,1,Normal
12.9,89.5,24.43319856871444,0.00022,0.000166,0.4420439465436779,1,1,Normal
11.1,89.6,33.77801892102028,0.000166,0.000112,0.259743558893391,2,1,Normal
4.7,89.5,29.384923237124195,5.8e-05,5.8e-05,0.3695976293609104,2,1,Normal
14.9,89.7,29.34637869619619,5.8e-05,5.8e-05,0.3541517554064021,2,1,Normal
19.4,89.6,23.45125575925717,5.8e-05,5.8e-05,0.322063524737311,1,1,Normal
14.2,89.5,25.70459506133377,0.006763,0.006968,0.4459838029276092,1,1,Normal
11.6,89.4,27.650097728936046,0.000449,0.000991,0.3051257827936502,1,1,Normal
5.7,89.4,23.036380413420154,5.8e-05,5.8e-05,0.342643019295136,0,1,Normal
15.1,89.6,23.471680863828105,0.001149,0.000849,0.3294466522414874,1,1,Normal
12.4,89.6,29.54799322337263,0.004732,0.007489,0.1711166349478541,2,1,Normal
15.5,89.5,28.47729838161039,0.000166,0.000112,0.3347538348805832,0,1,Normal
11.2,89.6,28.91121303869997,0.000136,0.000112,0.4311484746030904,0,1,Normal
14.1,88.4,31.638729074922075,0.000124,5.8e-05,0.1571210276282516,0,1,Normal
13.8,88.5,23.95528358139464,0.000144,0.000136,0.4164361424827858,2,1,Normal
20.1,88.3,21.661583252183988,5.8e-05,5.8e-05,0.3374082221279446,0,1,Normal
12.5,88.3,22.73469606566272,0.003324,0.001115,0.3639642223779716,2,1,Normal
10.4,88.5,20.948117509955168,0.00396,0.007712,0.1918219206860752,0,1,Normal
5.9,88.4,23.55281055581053,0.000112,5.8e-05,0.3537599561598574,0,1,Normal
14.4,88.4,20.55449163456874,0.000144,0.000144,0.2840387064653631,0,1,Normal
17.2,88.1,17.00399777146255,0.000124,5.8e-05,0.3623993881259993,2,1,Normal
14.0,88.1,32.25043047961777,0.00303,0.000385,0.3731125518973285,0,1,Normal
11.7,88.2,29.764517145529357,0.000348,0.006968,0.242743238404851,1,1,Normal
6.8,88.2,22.09014699956822,5.8e-05,0.000132,0.3491951236614353,1,1,Normal
19.0,88.4,38.45769429854501,5.8e-05,5.8e-05,0.3079113368231606,1,1,Normal
28.0,88.5,24.946970474768317,0.000355,0.000278,0.2655935792223898,0,1,Normal
25.3,88.6,26.639496017538843,0.010532,0.0742,0.3011584263889327,0,-1,Anomaly
22.7,88.6,26.91982405089905,5.8e-05,5.8e-05,0.3658281441198615,1,1,Normal
17.1,88.7,17.80248361506841,0.001101,0.005147,0.0662196711607744,2,1,Normal
18.1,88.6,17.07890003597476,0.096408,0.003959,0.3546018926711947,0,1,Normal
26.6,88.8,31.60738445348158,0.093484,0.003936,0.3330559402841684,1,1,Normal
24.2,88.6,34.87817817839529,0.062361,0.00348,0.2853788870596482,0,1,Normal
21.9,88.5,17.78180094050255,0.000384,0.000969,0.3450037235326427,1,1,Normal
22.9,88.5,24.53797066470249,5.8e-05,5.8e-05,0.416589737692021,1,1,Normal
15.2,88.5,20.626752880635003,0.000133,0.000144,0.4085825985965313,1,1,Normal
25.9,88.6,22.043341049544157,5.8e-05,5.8e-05,0.2151295277353252,2,1,Normal
21.5,88.5,24.402762303099053,0.009563,0.007241,0.492172410730439,0,1,Normal
22.9,88.6,19.809915311723884,0.000541,0.007769,0.2997117582373815,2,1,Normal
22.8,88.5,18.966364800410293,0.006579,0.007192,0.4459630517771327,0,1,Normal
23.7,88.6,27.076619044683746,0.000585,0.007601,0.4765947206780911,2,1,Normal
13.4,88.5,26.577592281787556,0.000701,0.00098,0.3145168365795092,0,1,Normal
23.3,88.5,17.655491470879493,0.000113,0.000124,0.5370226042769335,0,1,Normal
25.4,88.6,28.183123481873217,0.000323,0.000234,0.3747526597487848,0,1,Normal
22.9,88.9,18.99333427959425,0.014569,0.006688,0.4335508354590702,1,1,Normal
19.4,88.6,26.070511515284014,0.10437,0.003024,0.3432709557791761,1,1,Normal
14.2,88.4,27.374922565849023,0.094904,0.003688,0.3914534158533558,2,1,Normal
16.9,88.5,21.362501426001486,0.079907,0.003688,0.1810268210266628,1,1,Normal
36.3,89.2,26.226194120358794,0.019198,0.033482,0.0534630315434404,1,-1,Anomaly
34.6,88.9,23.6584372819266,0.003114,0.006859,0.5452132956083409,1,1,Normal
14.0,88.6,23.52323737865046,5.8e-05,5.8e-05,0.3364981168070666,1,1,Normal
16.4,88.4,23.973103209742124,0.000166,0.000112,0.397105673140934,2,1,Normal
5.2,88.4,21.764731470298177,0.000237,5.8e-05,0.3831201975091339,1,1,Normal
15.4,88.7,31.58405933901528,5.8e-05,5.8e-05,0.2842726516261244,2,1,Normal
17.8,88.8,30.16836722235447,5.8e-05,5.8e-05,0.4072570771553441,0,1,Normal
13.6,88.7,28.008974154870156,0.000237,5.8e-05,0.2610235378206601,0,1,Normal
16.7,88.9,28.008719195481383,5.8e-05,0.0002,0.441206625262608,1,1,Normal
3.6,88.9,27.58098595202957,0.009647,0.007241,0.3090919578282287,2,1,Normal
10.4,88.8,20.390138982461917,0.000692,0.009297,0.2967303300388301,2,1,Normal
13.8,88.8,34.46347812654395,5.8e-05,5.8e-05,0.1000433081941115,0,1,Normal
15.8,89.7,26.337773291280783,5.8e-05,5.8e-05,0.3554247148365216,0,1,Normal
11.5,89.6,23.782958612653143,0.000298,0.000166,0.3522876652914102,2,1,Normal
7.5,89.6,25.26529705586057,0.000112,0.00019,0.4344451222536324,0,1,Normal
16.4,87.6,30.125578452386925,0.000242,0.000339,0.1382931893736761,2,1,Normal
14.4,87.7,30.643945619807127,0.041519,0.006835,0.3490462959270287,2,1,Normal
15.0,87.7,21.35921174415893,0.107024,0.00346,0.391809536336056,1,1,Normal
17.9,87.7,19.853105430299383,0.094838,0.003804,0.2313610887610692,0,1,Normal
6.0,87.7,25.212739875629776,0.093574,0.003754,0.398684799772653,1,1,Normal
14.4,87.7,29.750759457629396,0.009973,0.015477,0.2296544186861095,2,1,Normal
12.4,87.7,30.257869111756555,0.000305,0.001132,0.3358441401324895,0,1,Normal
14.0,87.7,15.869314819660987,0.000166,5.8e-05,0.1615860301849937,1,1,Normal
12.8,87.7,29.112363895372745,0.00041,0.000252,0.2454428531871419,1,1,Normal
8.6,87.8,23.600928842251424,0.00027,0.0002,0.4456715395196281,0,1,Normal
13.8,87.7,24.49427891065864,0.00027,5.8e-05,0.4122023872856913,2,1,Normal
18.7,87.7,26.21881162258105,0.00027,5.8e-05,0.4491397688250941,2,1,Normal
18.9,87.7,27.100262308531786,5.8e-05,5.8e-05,0.379160099169221,0,1,Normal
14.4,87.8,36.60091117091455,0.000144,0.000136,0.4685504935250472,1,1,Normal
8.8,87.8,17.983689038433308,0.005389,0.001332,0.064338847854487,0,1,Normal
14.2,87.8,21.93976305933475,0.005968,0.015039,0.4453180009358904,0,1,Normal
13.5,87.8,26.78050193651365,0.066566,0.007525,0.2650139844803266,2,1,Normal
19.0,87.8,18.682236686440472,0.09478,0.003406,0.1747991808399814,0,1,Normal
9.5,87.8,30.938083098892257,0.062243,0.004328,0.2420909595827369,0,1,Normal
9.5,87.9,26.5743003256798,8.6e-05,0.000198,0.3267436521522173,2,1,Normal
14.2,88.0,23.994176847242496,0.000178,5.8e-05,0.3296273166161506,1,1,Normal
14.4,88.0,33.62103490677128,0.002228,0.001651,0.3540747382470712,2,1,Normal
14.1,88.1,18.00222805282712,5.8e-05,5.8e-05,0.3577559470047382,2,1,Normal
12.4,88.1,25.272317969802717,0.000113,0.000202,0.2155103206251086,1,1,Normal
9.9,88.1,17.09268255022502,0.005021,0.000604,0.4260416492600758,2,1,Normal
14.2,88.2,22.057787372621156,0.005019,0.014484,0.3138574627683967,2,1,Normal
12.0,88.1,30.627773473088787,0.000274,0.000351,0.3536742500878901,2,1,Normal
15.6,88.1,36.567926701597735,0.00022,0.000166,0.3954605368369465,0,1,Normal
14.4,85.9,19.144384520162788,5.8e-05,5.8e-05,0.2084318901603938,0,1,Normal
10.0,85.9,27.414562704561696,5.8e-05,5.8e-05,0.3560857861195185,1,1,Normal
12.4,85.9,30.055664584463656,5.8e-05,5.8e-05,0.2395386481954505,0,1,Normal
15.4,85.9,25.3653598086616,5.8e-05,5.8e-05,0.3236764303583888,1,1,Normal
